,description,tags
1905,tsunami slows sri lankas growth  sri lankas president has launched a reconstruction drive worth bn bn by appealing for peace and national unity  president kumaratunga said it was now important to find a peaceful solution to years of internal conflict meanwhile the international monetary fund imf said damage from the tsunami would cut one percentage point from sri lankas economic growth this year it estimated the wave left physical damage equal to  of the economy  separately the international labour organisation ilo said that at least one million people have lost their livelihoods in sri lanka and indonesia alone it called for action to create jobs president kumaratunga attended a ceremony in the southern town of hambantota she was joined by government and opposition politicians together with buddhist hindu muslim and christian clergy  prime minister mahinda rajapakse laid the foundation stone on a new housing project intended to provide  homes for survivors of the tsunami mrs kumaratunga called for the tragedy to be the start of a new beginning to rebuild our nation we are a country blessed with so many natural resources and we have not made use of them fully instead we have been squabbling fighting she added norways peace negotiator erik solheim is due to arrive on wednesday to try to revive peace talks in the decadeslong conflict between government forces and the tamil tigers who want a separate state in the north east of the country reconstruction efforts in eastern sri lanka have been hampered by tensions between the two sides  the imf said that the sri lankan authorities initial estimates have put the physical damage at  to bn but added that the implications for the economy were much wider than this the broader macroeconomic impact will clearly be substantial but the details are difficult to assess at this early stage the imf said growth inflation the balance of payments and foreign exchange reserves are all expected to show the effects of lost businesses and reconstruction costs the fishing industry has been devastated agricultural production may be affected and tourism will suffer especially in the short term the report said the ilo estimated that  sri lankans have lost their jobs mostly in these three industries earnings from tourism this year are expected to be  lower than last year economic growth this year is expected to be  which is about  less than previously forecast inflation could climb to  compared to a previous estimate of  although major exports have not suffered the imf expects the reconstruction effort will require higher imports which could damage the balance of payments foreign exchange reserves may become strained as sri lanka will be hard pressed to keep international reserves at the pretsunami level which totalled more than two months worth of imports last week the imf approved sri lankas request for a freeze on loan repayments ,"war, business, hambantota, sri lanka, norway, indonesia, peaceful solution, international labour organisation, tamil tigers, international monetary fund, erik solheim, mahinda rajapakse, kumaratunga, prime minister, president, peace negotiator, eastern sri lanka, government of sri lanka, sri lanka, asia, sinhalese people, members of the 15th parliament of sri lanka, mahinda rajapaksa, rajapaksa family, liberation tigers of tamil eelam, foreign-exchange reserves, international monetary fund"
1906,bad weather hits nestle sales  a combination of bad weather rising raw material costs and the sluggish european economy has hit sales at swiss food and drink giant nestle  revenue dipped  to bn swiss francs bn bn in  as sales of ice cream and mineral water were dampened by the wet summer however nestles profits margins were helped by a strong performance in the americas and china nestle is to raise its dividend by  after paying back some of its debt  nestle said that the strength of the swiss franc against the us dollar the disposal of businesses and challenging trading conditions in europe all dented sales a poor summer across the continent  in contrast to the prolonged heat wave in   severely affected demand for ice cream sales of bottled water also fell although chocolate coffee frozen goods and petcare products performed better  elsewhere nestle said it had enjoyed an exceptional year in north america outperforming the market in terms of sales growth nestle added that it had performed strongly in africa and asia despite the impact of high oil prices and political instability nestles total earnings before interest remained broadly flat over the past year despite the company managing to boost profit margins as well as increasing its dividend nestle plans to buy back shares worth bn swiss francs m m looking forward nestle forecasts organic earnings growth of about  in  although it warned that trading would remain just as competitive  uncertainty remains over the future of perrier the iconic french mineral water owned by nestle perrier has been locked in a longstanding dispute with unions about productivity levels at the business which has lead nestle to consider selling the firm the option of selling is perrier is still on the table chief executive peter brabeckletmathe confirmed on thursday ,"business, nestle, perrier, americas, asia, africa, north america, europe, china, drink giant, petcare products, high oil prices, food, peter brabeck-letmathe, food and drink, nestlé, medical food, vevey, peter brabeck-letmathe, bottled water, perrier"
1907,green reports shun supply chain  nearly  more uk top  firms produced nonfinancial reports on social and environment issues than last year  but of the  companies reporting  didnt examine their supply chains says the annual directions survey green groups say putting pressure on supply chains is a major way companies can reduce their environmental impact the survey is published by corporate social responsibility firm context and branding firm salterbaxter  blake leeharwood campaigns director at greenpeace in the uk said its fairly meaningless to talk about your companys direction in terms of sustainability without having detailed knowledge of your supply chain its also important to get some kind of independent assessment of your reporting  less than a quarter of companies  get their corporate social responsibility csr reports independently verified to provide assurances they are accurate and complete says the survey to date there are no set standards for nonfinancial reporting although the global reporting initiative an independent prosustainability institution is planning to establish some the reports surveyed by directions are published voluntarily they are usually called corporate social responsibility csr reports sustainability reports or social and environmental reports  peter knight director of context says  uk top  companies reported for the first time this year and in general the quality of reports has improved the corporate lexicon of homilies generalities and soft assurances  fluff  is on its way out there are less pictures of smiling children and butterflies the uk government will soon require all quoted companies to report their social and environmental risks in a chapter in their annual reports called the operating and financial review the regulation is not expected until  and the first reports under this scheme will not be published before  the us seems to lag europe in producing corporate social responsibility reports the majority of european top  companies  publish them and only  of the us top  ,"business, context, salterbaxter, europe, united kingdom, united states, greenpeace, uk government, blake lee-harwood, peter knight, director of context, campaigns director, the operating and financial review, economy, ethics, applied ethics, sustainability metrics and indices, euthenics, corporate social responsibility, social finance, law of obligations, social accounting, global reporting initiative, supply chain, sustainability reporting"
1908,astrazeneca hit by drug failure  shares in angloswedish drug have closed down  in uk trade after the failure of its iressa drug in a major clinical trial  the lung cancer drug did not significantly prolong survival in patients with the disease this setback for the group follows the rejection by the us in october of its anticoagulant pill exanta meanwhile another of its major money spinners  cholesterol drug crestor  is facing mounting safety concerns this would be two of the three blockbuster drugs that were meant to power the company forward failing and weve got risks on crestor said nick turner analyst at brokers jefferies  astrazeneca had hoped to pitch its iressa drug against rival medicine tarceva but iressa proved no better than a placebo in extending lives in the trial involving  patients tarceva  made by osi pharmaceuticals genentech and roche  has already proved to be successful in helping prolong the life of lung cancer patients aztrazeneca has now appointed a new executive director to the board john patterson will be in charge of drug development the company said mr patterson would make substantial changes to the clinical organisation and its processes i am determined to improve our development and regulatory performance restore confidence in the company and value to shareholders said chief executive tom mckillop ,"health, osi pharmaceuticals, astrazeneca, jefferies, genentech, united kingdom, united states, lung cancer, disease, genentech, nick turner, tom mckillop, john patterson, analyst, executive director to the board, crestor, exanta, chemistry, organic chemistry, amines, quinazolines, astrazeneca, södertälje municipality, medical research, gefitinib, erlotinib, genentech, osi pharmaceuticals, rosuvastatin, drug development"
1909,ore costs hit global steel firms  shares in steel firms have dropped worldwide amid concerns that higher iron ore costs will hit profit growth  shares in germanys thyssenkrupp the uks corus and frances arcleor fell while japans nippon steel slid after it agreed to pay  more for iron ore chinas baoshan iron and steel co said it was delaying a share sale because of weak market conditions adding it would raise steel prices to offset ore costs the threat of higher raw material costs also hit industries such as carmakers frances peugeot warned that its profits may decline this year as a result of the higher steel plastic and commodity prices  steelmakers have been enjoying record profits as demand for steel has risen driven by the booming economies of countries such as china and india steel prices rose by  globally in january alone and by  in china  the boom times are far from over but analysts say that earnings growth may slow the share price fall was initially triggered by news that two of the worlds biggest iron ore suppliers had negotiated contracts at muchhigher prices miners rio tinto and cia vale do rio dolce cvrd this week managed to boost by  the price of their iron ore a key component of steel analysts had expected japans nippon to agree to a price rise of between  and  steel analyst peter fish director of sheffieldbased consulting group meps said the extent of cvrds price rise was uncharted territory adding that the steel industry hasnt seen an increase of this magnitude probably in  years analysts now expect other iron ore producers such as australias bhp billiton to seek annual price rises of up to   the news triggered the share price weakness it sparked worries that steel makers might not be able to increase product prices further  to cover rising ore costs explained kazuhiro takahashi of daiwa securities smbc in europe arcelor shed  to  euros in paris with thyssenkrupp dropping  to  euros in london corus fell  to  pence japans biggest steel company nippon steel lost  to  yen with closest rival jfe holdings down  chinas baoshan the countrys largest steel producer said that the uncertainty surrounding the industry has prompted it to pull its planned share sale the firm had been expected to offer bn yuan bn worth of shares to investors no date has been given for when the  billion shares will come to the market baoshan stock climbed on news of the delay and its decision to increase the price of its steel by  ,"business, sheffield, london, paris, arcleor, daiwa securities smbc, meps, rio tinto, jfe holdings, arcelor, corus, thyssenkrupp, bhp billiton, baoshan iron, peugeot, nippon steel, steel co., daiwa securities, europe, germany, france, japan, nippon, australia, united kingdom, china, india, steel industry, steel prices, steel firmsore costs, steel makers, steel producer, steel firms, higher steel, steel, central intelligence agency, kazuhiro takahashi, peter fish, steel producer, steel analyst, director, manufacturing, business, economy, krupp, thyssen ag, thyssenkrupp, nippon steel & sumitomo metal, steel, iron ore, baosteel, tata steel europe"
1910,russia gets investment blessing  soaring oil sales and a budget surplus mean russian debt is no longer a risky investment one of the worlds leading credit rating agencies says  standard  poors has classed russian bonds as investment grade up from their former speculative rating russias reputation among investors has been hurt in recent months by the heavy tax bills and asset seizures imposed on companies such as oil giant yukos sp said the solidity of government finances outweighed the risk russia is now a net creditor rather than a debtor gold and foreign currency reserves of bn beat its foreign public debt of some bn  the other two major ratings agencies  fitch and moodys have long since upped their rating of russias sovereign debt sp had held back through fear that the government was dragging its feet on economic and legal reforms now though it has finally followed suit but the agency made it clear that the improved rating did not mean that the risks were a thing of the past instead with russian government coffers brimming with tax revenues from energy sales sp said the governments own debt is looking a good bet these improvements are so significant that they now outweight the serious and growing political risk that continues to be a key ratings constraint on russia wrote sp credit analyst helena hessel  the yukos saga is the most highprofile of the political risks to which ms hessel alludes the companys founder and exchief executive mikhail khodorkovsky is in jail on trial for tax evasion and fraud many believe the real motive for his prosecution is that he threatened to use his wealth to set up a political alternative to president vladimir putin his company meanwhile is widely believed to have fallen victim to the kremlins wish to get russian energy resources as far as possible back under state control ,"business, yukos, moody's, standard & poor's, russia, oil sales, energy resources, oil giant, energy sales, russian government, mikhail khodorkovsky, helena hessel, vladimir putin, president, chief executive, credit analyst, economy, finance, yukos, money, credit, mikhail khodorkovsky, credit rating, standard & poor's, vladimir putin, debt, bank menatep, baikalfinansgrup"
1911,us trade gap ballooned in october  the us trade deficit widened by more than expected in october hitting record levels after higher oil prices raised import costs figures have shown  the trade shortfall was bn bn up  from september the commerce department said that pushed the  month deficit to bn imports rose by  while exports increased by only  a weaker dollar also increased the cost of imports though this should help drive export demand in coming months things are getting worse but thats to be expected said david wyss of standard  poors in new york the first thing is that when the dollar goes down it increases the price of imports we are seeing improved export orders things seem to be going in the right direction  despite this optimism significant concerns remain as to how the us will fund its trade and budget deficits should they continue to widen another problem highlighted by analysts was the growing trade gap with china which has been accused of keeping its currency artificially weak in order to boost exports the us imported almost bn worth of goods from china during october exporting a little under bn it seems the key worry that has existed in the currency market still remains said anthony crescenzi a bond strategist at miller tabak in new york the trade deficit and the shortfall with china are big issues going forward the commerce department figures caused the dollar to weaken further despite widespread expectations that the federal reserve will raise interest rates for a fifth time this year borrowing costs are tipped to rise by a quarter of a percentage point to  at a fed meeting later on tuesday ,"business, new york, standard & poor's, miller tabak, china, united states, higher oil prices, department of commerce, us federal reserve, david wyss, anthony crescenzi, bond strategist, economy, national accounts, economics, balance of trade, balance of payments"
1912,jobs growth still slow in the us  the us created fewer jobs than expected in january but a fall in jobseekers pushed the unemployment rate to its lowest level in three years  according to labor department figures us firms added only  jobs in january the gain in nonfarm payrolls was below market expectations of  new jobs nevertheless it was enough to push down the unemployment rate to  its lowest level since september  the job gains mean that president bush can celebrate  albeit by a very fine margin  a net growth in jobs in the us economy in his first term in office he presided over a net fall in jobs up to last novembers presidential election  the first president to do so since herbert hoover as a result job creation became a key issue in last years election however when adding december and januarys figures the administrations first term jobs record ended in positive territory  the labor department also said it had revised down the jobs gains in december  from  to   analysts said the growth in new jobs was not as strong as could be expected given the favourable economic conditions it suggests that employment is continuing to expand at a moderate pace said rick egelton deputy chief economist at bmo financial group we are not getting the boost to employment that we would have got given the low value of the dollar and the still relatively low interest rate environment the economy is producing a moderate but not a satisfying amount of job growth said ken mayland president of clearview economics that means there are a limited number of new opportunities for workers ,"labor, business, clearview economics, bmo financial group, united states, department of labor, ken mayland, herbert hoover, bush, rick egelton, presidential election, first president, president, deputy chief economist, social justice, unemployment, economy of the united states, economy, job losses caused by the great recession, unemployment in the united states"
1913,brazil buy boosts belgiums inbev  belgian brewing giant inbev has seen its profits soar thanks to its acquisition of brazils biggest beer firm ambev last year  inbev which makes stella artois said pretax profits for  rose  to bn euros bn m and said it expected solid growth in  the performance comes on sales up  at bn euros the firm formerly interbrew became the worlds biggest brewer by volume when it bought ambev in august  the acquisition meant its sales by volume grew  in  with four months of ambev sales accounting for almost all of the increase us beermaker anheuserbusch sells less beer by volume than inbev but is bigger in terms of the value of its sales continuing demand for inbevs products in the south american markets where its brazilian arm is most popular means it expects to keep boosting its turnover its the brazil business thats doing it said ing analyst gerard rijk of inbevs strong performance ambev boosted its share of brazils beer market from  at the end of  to more than  by december  inbev reported in contrast inbevs european business saw volume sales fall  although central and eastern european sales rose  overall net profits were up  to m euros ,"business, ambev, inbev, anheuser-busch, ing, interbrew, stella artois, belgium, united states, brazil, gerard rijk, stella artois, analyst, anheuser-busch inbev, leuven, food and drink, beer in brazil, inbev, inbev brands, alcohol, ambev, interbrew, business, anheuser-busch, stella artois"
1914,russian oil merger excludes yukos  the merger of russian gas giant gazprom and oil firm rosneft is to go ahead but will not include yugansk which was controversially bought last year  the merger backed by russian authorities will allow foreigners to trade in gazprom shares gazprom chief alexei miller confirmed rosneftowned yugansk was not part of the deal and will instead be spun off under the agreement the state will get a controlling share of gazprom in exchange for rosneft the state wanted to control gazprom before allowing foreigners to trade speaking on ntv television which is controlled by gazprom mr miller added that yugansk which was swallowed up by rosneft late last year will operate as a separate stateowned oil firm headed by current rosneft chief sergei bogdanchikov according to reports from russian news agency interfax the deal should go through in the next two to three months  obtaining majority control over gazprom is the beginning of the liberalisation of the market in gazprom shares mr miller added by opening up trading in gazprom to foreigners the firm will become a top emerging market play for traders currently foreigners can only trade in gazprom via a small issue of londonlisted proxy shares this is positive news for the international investment community global asset management investment chief david smith said the majority of investors are going to be happy he added  however analysts were disappointed that yugansk would not be included in the deal yugansk is a heavy cashflow generator and would have been a much better asset for gazprom renaissance capital energy analyst adam landes told reuters news agency but he said the latest development was simply an interim step to allow foreigners to trade in gazprom ultimately and industrially gazprom needs yugansk he added analysts said the deal would give gazprom control of  of russias total oil production an improvement on its current  but still far less than the  share it would have gained had it also taken over yugansk however the merged group will still remain outside russias top five oil producers  led by lukoil with  of the market  followed by tnkbp which is half owned by bp and surgutneftegaz instead the merged gazpromrosneft group will rank alongside sibneft with  of the market yugansk was sold to a littleknown shell company in a disputed auction in december following what many thought was a politicallymotivated attack on yukos the shell company was then snapped up by rosneft yukos unsuccessfully sought to halt the auction by applying for bankruptcy through the us courts the unit was auctioned by russian authorities to help pay off a bn backtax bill ,"business, london, yugansk, lukoil, surgutneftegaz, bp, asset management investment, gazprom, rosneft, the shell company, renaissance capital, reuters, sibneft, global asset management, russia, united states, oil producers, oil merger, merged, oil production, oil, state-owned oil, gas giant, energy, reuters, adam landes, alexei miller, david smith, sergei bogdanchikov, investment chief, energy analyst, yugansk, petroleum industry in russia, economy of russia, rosneft, yukos, business, gazprom, tnk-bp, sergey bogdanchikov, invest union, baikalfinansgrup"
1915,bank payout to pinochet victims  a us bank has said it will donate more than m to victims of former chilean military ruler augusto pinochets regime under a madrid court settlement  riggs bank will put money in a special fund to be managed by a madridbased charity the salvador allende foundation which helps abused victims the bank had been accused of illegally concealing gen pinochets assets more than  people were killed for political reasons under gen pinochets regime an official report says last month in a us court riggs bank pleaded guilty to failing to report suspicious activity relating to accounts held by gen pinochet and the government of equatorial guinea on that occasion it was ordered to pay a fine of m gen pinochet himself has never been put on trial for human rights violations under his  rule despite several highprofile cases against him he is now facing charges relating to the murder of one chilean and the disappearance of nine others he is also being investigated for tax evasion tax fraud and embezzlement of state funds  the generals opponents rejoiced at the settlement which was agreed in a court in the spanish capital madrid a lawyer for the victims eduardo contreras told reuters news agency this demonstrates that the horrors of the pinochet dictatorship are not a mystery to anyone and that the whole world knows his victims deserve reparations riggs spokesman mark hendrix said the settlement details of which will be announced next week was an opportunity to move on this enables the institution to put the matter behind us he told reuters the settlement follows a legal complaint filed against the bank by spanish judge baltasar garzon alleging that it had illegally concealed assets the bank agreed to create a fund for the victims but the charges were dropped ,"law, business, madrid, riggs bank, us bank, pinochet victimsbank, reuters, equatorial guinea, united states, bank, bank payout, salvador allende foundation, madrid court, us court, reuters, eduardo contreras, baltasar garzon, mark hendrix, augusto pinochet, military ruler, spokesman, general, judge, lawyer, augusto pinochet, military dictatorship of chile, politics, law, operation condor, government, political corruption, riggs bank, r v bow street metropolitan stipendiary magistrate, ex p pinochet, baltasar garzón, indictment and arrest of augusto pinochet, lucía hiriart"
1916,warning over us pensions deficit  taxpayers may have to bail out the us agency that protects workers pension funds leading economists have warned  with the pension benefit guaranty corporation pbgc some bn m in deficit the financial economists roundtable fer wants congress to act instead of taxpayers having to pick up the bill the fer wants congressmen to change the pbgcs funding rules the fer says firms should not have been allowed to reduce the insurance premiums they pay into the pbgc fund the fer blames this on a  law in a statement signed by several members who include nobel economics laureate william sharpe it said it was dismayed at the situation and wants congress to overturn the legislation  cashstrapped us companies including those in the airline carmaking and steel industries had argued in favour of the  rule change claiming that funding the insurance premiums adequately would force them to have to cut jobs with a little firmer hand on the pensions issues in the us i think that congress could avoid having to turn to the taxpayer and instead turn the obligations back onto the companies that deserve to pay them said professor dennis logue dean of price college of business at the university of oklahoma the pbgc was founded in  to protect workers retirement rights its most recent action came last week when it took control of the pilots pension scheme at united airlines with united battling bankruptcy the carrier had wanted to use the money set aside for pensions to finance running costs the company has an estimated bn hole in its pilots pension scheme which the pbgc will now guarantee ,"social issues, labor, business, the pension benefit guaranty corporation, pension benefit guaranty corporation, united airlines, nobel, united states, university of oklahoma, price college of business, steel industries, airline, insurance premiums, congress, university of oklahoma, price college of business, william sharpe, dennis logue, professor, dean, oklahoma, economy, finance, employee retirement income security act, pension benefit guaranty corporation, money, financial services, pension, charles e.f. millard, pension protection act"
1917,us bank loses customer details  the bank of america has revealed it has lost computer tapes containing account details of more than one million customers who are us federal employees  several members of the us senate are among those affected who could now be vulnerable to identity theft senate sources say the missing tapes may have been stolen from a plane by baggage handlers the bank gave no details of how the records disappeared but said they had probably not been misused customers accounts were being monitoring and account holders would be notified if any unusual activity was detected bank officials said  bank of america said the tapes went missing in december while being shipped to a backup data centre we with federal law authorities have done a very robust thorough investigation on this and neither we nor they would make the statement lightly that we believe those tapes to be lost alexandra tower a spokeswoman for the north carolinabased bank told time magazine but although there was no evidence of criminal activity the bank said the secret service  a federal agency whose brief includes investigations of serious financial crime  is said to be looking into the loss new york senator charles schumer said he was told by the senate rules committee that the tapes were probably stolen from a commercial plane whether it is identity theft terrorism or other theft in this new complicated world baggage handlers should have background checks and more care should be taken for who is hired for these increasingly sensitive positions the democrat senator said details of his vermont colleague pat leahys credit card account are among those missing senator leahys spokeswoman tracy schmaler said about  military and civilian staff at the defence department are among the  million affected according to a pentagon spokesman ,"business, the bank of america, us bank, united states, customer detailsus bank, federal law authorities, bank, united states senate, pentagon, senate rules committee, senate, secret service, the bank of america, alexandra tower, charles schumer, tracy schmaler, pat leahy, spokesman, democrat senator, spokeswoman, vermont, north carolina, economy, financial services, money, american brands, fraud, identity theft, credit card, bank of america, cheque"
1918,standoff on deutsches lse bid  deutsche boerse investors unhappy with its london stock exchange bid will have no chance to throw out the exchanges management until may reuters says  the sunday times reported that hedge funds tci and atticus were planning to demand the removal of the groups chairman and chief executive but deutsche boerse told news agency reuters such a move would have to wait until mays annual general meeting investors want deutsche to return cash to shareholders rather than bid we are longterm investors and are experienced in removing management we are not scared to take this to its conclusion this time atticus david slager told the sunday times however deutsche boerse told reuters tcis request for the removal of the supervisory board will be considered at the annual general meeting on may   the sunday times reported that tci had been drawing up a list of heavyweight executives to replace deutsches chairman rolf breuer and chief executive werner seifert the group owns more than  of deutsche  more than enough to demand an extraordinary general meeting to call on shareholders to oust the german exchanges management under german law deutsche does not need investor backing to make a takeover bid tci and atticus have opposed the lse bid for some time saying it would destroy shareholder value and would be better spent on a share buyback deutsche is in competition with paneuropean bourse euronext to take over the london exchange many commentators have suggested a bidding war between the two could break out however any such move would have to wait until march when the office of fair trading completes an investigation into the competition aspects of the pairs takeover proposals ,"business, london, tci, the sunday times, deutsche boerse, london stock exchange, reuters, sunday times, office of fair trading, david slager, rolf breuer, werner seifert, deutsche boerse, chairman and chief executive, chairman, the sunday times, economy, london, economy of london, london stock exchange, deutsche börse, finance, nyse euronext, euronext, london school of economics, share repurchase"
1919,parmalat boasts doubled profits  parmalat the italian food group at the centre of one of europes most painful corporate scandals has reported a doubling in profit  its pretax earnings in the fourth quarter were m euros m m up from m in the same period of  less welcome was the news that the firm had been fined m euros for having violated takeover rules five years ago the firm sought bankruptcy protection in december  after disclosing a bneuro hole in its accounts overall the companys debt is close to bn euros and is falling only slowly its brands wellknown in italy and overseas have continued to perform strongly however and have barely lost revenue since the scandal broke  but a crucial factor for the companys future is the legal unwinding of its intensely complex financial position on tuesday the companys administrator turnaround expert enrico bondi sued morgan stanley its former banker to return m euros relating to a  bond deal that brought to  the number of banks that mr bondi has sued a mass of legal action that could bring in as much as bn euros the company has also sued former auditors and financial advisors for damages and criminal cases against the companys former management are proceeding separately ,"business, law, parmalat, morgan stanley, europe, italy, food, enrico bondi, banker, financial advisors for damages, administrator, parmalat, enrico bondi, food and drink, business, economy of italy"
1920,fannie mae should restate books  us mortgage company fannie mae should restate its earnings a move that is likely to put a billiondollar dent in its accounts watchdogs have said  the securities  exchange commission accused fannie mae of using techniques that did not comply in material respects with accounting standards fannie mae last month warned that some records were incorrect the other main us mortgage firm freddie mac restated earnings by bn bn last year after a probe of its books the secs comments are likely to increase pressure on congress to strengthen supervision of fannie mae and freddie mac  the two firms are key parts of the us financial system and effectively underwrite the mortgage market financing nearly half of all american house purchases and dealing actively in bonds and other financial instruments the investigation of freddie mac in june  sparked concerns about the wider health of the industry and raised questionsmarks over the role of the office of federal housing enterprise oversight ofheo the industrys main regulator having been pricked into action the ofheo turned its attention to fannie may and in september this year said that the firm had tweaked its books to spread earnings more smoothly across quarters and play down the amount of risk it had taken on the sec found similar problems the watchdogs chief accountant donald nicolaisen said that fannie maes methodology of assessing measuring and documenting hedge ineffectiveness was inadequate and was not supported by generally accepted accounting principles ,"business, fannie mae, us mortgage, freddie mac, united states, office of federal housing enterprise oversight, congress, securities & exchange commission, donald nicolaisen, chief accountant, documenting hedge ineffectiveness, mortgage industry of the united states, economy of the united states, finance, fannie mae, economy, freddie mac, office of federal housing enterprise oversight, bibliography of fannie mae and freddie mac, franklin raines"
1921,mitsubishi in peugeot link talks  troublehit mitsubishi motors is in talks with french carmaker psa peugeot citroen about a possible alliance  on tuesday mitsubishi the only major japanese car firm in the red confirmed earlier reports of negotiations but a spokesman refused to comment on speculation that mitsubishi could end up building cars for psa and perhaps its japanese rival nissan mitsubishi has been hit by a recall scandal and the withdrawal of support from shareholder daimlerchrysler the usgerman firm once a majority shareholder decided last april to stop providing financial backing mitsubishis sales have slid  in the past year catalysed by the revelation that the company had systematically been hiding records of faults and then secretly repairing vehicles mitsubishi is due to unveil a recovery plan later in january analysts said that alliances with other carmakers would be a necessary part of whatever it came up with not least because its own slow sales have left its manufacturing capacity underused ,"business, technology, nissan, psa peugeot citroen, mitsubishi motors, daimlerchrysler, peugeot, united states, car, manufacturing capacity, majority shareholder, spokesman, transport, economy of france, automotive industry, mitsubishi motors, nissan, renault–nissan alliance, groupe psa, peugeot, citroën"
1922,us trade gap hits record in   the gap between us exports and imports hit an alltime high of bn bn in  latest figures show  the commerce department said the trade deficit for all of last year was  above the previous record  s imbalance of bn the deficit with china up  at bn was the largest ever recorded with a single country however on a monthly basis the us trade gap narrowed by  in december to bn the us consumers appetite for all things from oil to imported cars and even wine and cheese reached record levels last year and the figures are likely to spark fresh criticism of president bushs economic policies  democrats claim the administration has not done enough to clamp down on unfair foreign trade practices for example they believe chinas currency policy  which us manufacturers claim has undervalued the yuan by as much as   has given chinas rapidly expanding economy an unfair advantage against us competitors  meanwhile the bush administration argues that the us deficit reflects the fact the america is growing at faster rate than the rest of the world spurring on more demand for imported goods some economists say this may allow an upward revision of us economic growth in the fourth quarter but others point out that the deficit has reached such astronomical proportions that foreigners many choose not to hold as many dollardenominated assets which may in turn harm growth for all of  us exports rose  to  trillion but imports rose even faster by  to a new record of  trillion foreign oil exports surged by  to a record bn reflecting the rally in global oil prices and increasing domestic demand imports were not affected by the dollars weakness last year we expect the deficit to continue to widen in  even if the dollar gets back to its downward trend said economist mariepierre ripert at ixis ,"business, politics, america, united states, china, oil, oil prices, foreign oil exports, department of commerce, bush administration, bush, marie-pierre ripert, president, said economist, economy, national accounts, balance of trade, foreign trade of the united states, balance of payments, price of oil, trade policy of japan, economy of china"
1923,salary scandal in cameroon  cameroon says widespread corruption in its finance ministry has cost it bn cfa francs m m a month  about  officials are accused of either awarding themselves extra money or claiming salaries for nonexistent workers prime minister ephraim inoni who vowed to tackle corruption when he came to office last year said those found guilty would face tough punishments the scam is believed to have begun in   the prime ministers office said the alleged fraud was uncovered during an investigation into the payroll at the ministry in certain cases staff are said to have lied about their rank and delayed their retirement in order to boost their earnings the prime ministers office said auditors had found irregularities in the career structure of certain civil servants it added that the staff in question appear to have received unearned salaries boosting the payroll  fidelis nanga a journalist based in the cameroon capital yaounde said the government was considering taking criminal action against those found guilty and forcing them to repay any money owed the prime minister has given instructions for exemplary penalties to be meted out against the accused and their accomplices if found guilty he told the bbcs network africa programme  mr inoni launched an anticorruption drive in december after foreign investors criticised a lack of transparency in the countrys public finances in one initiative designed to improve efficiency civil servants who arrived late for work were locked out of their offices the government now intends to carry out an audit of payrolls at all other government ministries in a report compiled by anticorruption body transparency international in  graft was said to be pervasive in cameroon ,"law, politics, yaounde, transparency international, bbc, the prime minister's office, africa, cameroon, finance ministry, fidelis nanga, ephraim inoni, prime minister, journalist, ephraïm inoni, corruption in cameroon"
1924,mg rover china tieup delayed  mg rovers proposed tieup with chinas top carmaker has been delayed due to concerns by chinese regulators according to the financial times  the paper said chinese officials had been irritated by rovers disclosure of its talks with shanghai automotive industry corp in october the proposed deal was seen as crucial to safeguarding the future of rovers longbridge plant in the west midlands however there are growing fears that the deal could result in job losses the observer reported on sunday that nearly half the workforce at longbridge could be under threat if the deal goes ahead  shanghai automotives proposed bn investment in rover is awaiting approval by its owner the shanghai city government and by the national development and reform commission which oversees foreign investment by chinese firms according to the ft the regulator has been annoyed by rovers decision to talk publicly about the deal and the intense speculation which has ensued about what it will mean for rovers future as a result hopes that approval of the deal may be fasttracked have disappeared the paper said there has been continued speculation about the viability of rovers longbridge plant because of falling sales and unfashionable models  according to the observer  jobs  out of a total workforce of   could be lost if the deal goes ahead the paper said that chinese officials believe cutbacks will be required to keep the mg rovers costs in line with revenues it also said that the production of new models through the joint venture would take at least eighteen months neither rover nor shanghai automotive commented on the reports ,"business, labor, shanghai, the financial times, shanghai automotive industry corp, china, rover's longbridge plant, national development and reform commission, the observer, the financial times, british brands, rover company, automotive industry, transport, economy of the united kingdom, mg rover group, longbridge plant, mg cars, longbridge, rover"
1925,firms pump billions into pensions  employers have spent billions of pounds propping up their final salary pensions over the past year research suggests  a survey of  schemes by incomes data services ids said employer contributions had increased from bn to bn a year a rise of  companies facing the biggest deficits had raised their pension contributions by  or more ids said many firms are struggling to keep this type of scheme open because of rising costs and increased liabilities a final salary scheme also known as a defined benefit scheme promises to pay a pension related to the salary the scheme member is earning when they retire  the rising cost of maintaining such schemes has led many employers to replace final salary schemes with money purchase or defined contribution schemes these are less risky for employers under money purchase schemes employees pay into a pension fund which is used to buy an annuity  a policy which pays out an income until death  on retirement  ids said there were some schemes in good health  but in many cases firms had been forced to top up funds to tackle yawning deficits the level of contributions paid by employers has increased gradually since the late s in  for example contributions rose by  and in  by  in contrast between  and  some employers cut their contribution levels helen sudell editor of the ids pensions service said the rise in contributions was staggering and the highest ever recorded by ids we have warned before that the widespread closure of final salary schemes to new entrants is just the beginning of a much bigger movement away from paternalistic provision said ms sudell with figures like this there can be little doubt that many employers will have to reduce future benefits at some point for those staff still in these schemes ,"labor, social issues, ids pensions service, helen sudell, editor, economy, finance, money, financial services, pensions in the united kingdom, pensions, personal finance, social law, defined benefit pension plan, employee benefits, pensions in germany"
